provinsi,tahun,bulan,stok_beras_ton,stok_padi_ton,harga_beras,jumlah_bencana,jumlah_curah_hujan,durasi_hujan_berturut_turut,max_curah_hujan,jumlah_hari_puasa,jumlah_hari_lebaran,jumlah_hari_nataru,harga_beras_bulan_lalu,stok_beras_bulan_lalu,tanggal,cluster_kmeans,anomaly_isolation_forest
JAWA BARAT,2022,3,806583.3242,1415058.463,"11,350",97,553.2,15,90.0,0,0,0,"11,350",322633.3297,2022-03-01,2,-1
JAWA BARAT,2022,4,967899.989,1698070.156,"11,350",82,335.0,4,81.0,28,1,0,"11,350",806583.3242,2022-04-01,2,-1
JAWA BARAT,2022,5,537722.2161,943372.309,"11,350",79,163.9,5,59.5,2,5,0,"11,350",967899.989,2022-05-01,2,-1
JAWA BARAT,2022,6,376405.5513,660360.6163,"11,350",76,149.5,3,30.0,0,0,0,"11,350",537722.2161,2022-06-01,2,1
JAWA BARAT,2022,7,268861.1081,471686.1545,"11,300",48,212.1,6,81.0,0,0,0,"11,350",376405.5513,2022-07-01,2,1
JAWA BARAT,2022,8,322633.3297,566023.3854,"11,300",52,1.7,1,1.2,0,0,0,"11,300",268861.1081,2022-08-01,2,1
JAWA BARAT,2022,9,537722.2161,943372.309,"11,400",68,27.1,5,10.0,0,0,0,"11,300",322633.3297,2022-09-01,2,-1
JAWA BARAT,2022,10,537722.2161,943372.309,"11,500",118,329.1,8,139.4,0,0,0,"11,400",537722.2161,2022-10-01,2,-1
JAWA BARAT,2022,11,215088.8865,377348.9236,"11,500",39,179.2,5,46.3,0,0,0,"11,500",537722.2161,2022-11-01,2,1
JAWA BARAT,2022,12,215088.8865,377348.9236,"11,600",55,409.8,7,130.8,0,0,1,"11,500",215088.8865,2022-12-01,2,1
JAWA BARAT,2023,1,260491.1172,457001.96,"11,800",56,469.6,7,120.5,0,0,1,"11,600",215088.8865,2023-01-01,2,1
JAWA BARAT,2023,2,312589.3406,548402.352,"12,150",88,391.6,5,89.5,0,0,0,"11,800",260491.1172,2023-02-01,2,1
JAWA BARAT,2023,3,781473.3516,1371005.88,"12,450",102,463.5,4,126.7,9,0,0,"12,150",312589.3406,2023-03-01,2,-1
JAWA BARAT,2023,4,937768.0219,1645207.056,"12,450",63,300.5,5,88.7,21,7,0,"12,450",781473.3516,2023-04-01,2,-1
JAWA BARAT,2023,5,520982.2344,914003.92,"12,600",67,86.5,6,29.2,0,0,0,"12,450",937768.0219,2023-05-01,2,1
JAWA BARAT,2023,6,364687.5641,639802.744,"12,400",50,62.3,2,35.2,0,0,0,"12,600",520982.2344,2023-06-01,2,1
JAWA BARAT,2023,7,260491.1172,457001.96,"12,400",65,11.0,1,11.0,0,0,0,"12,400",364687.5641,2023-07-01,2,1
JAWA BARAT,2023,8,312589.3406,548402.352,"12,400",65,0.0,0,0.0,0,0,0,"12,400",260491.1172,2023-08-01,2,1
JAWA BARAT,2023,9,520982.2344,914003.92,"13,050",114,0.0,0,0.0,0,0,0,"12,400",312589.3406,2023-09-01,2,-1
JAWA BARAT,2023,10,520982.2344,914003.92,"13,900",84,4.5,1,3.0,0,0,0,"13,050",520982.2344,2023-10-01,2,-1
JAWA BARAT,2023,11,208392.8938,365601.568,"13,950",80,82.5,3,46.5,0,0,0,"13,900",520982.2344,2023-11-01,2,1
JAWA BARAT,2023,12,208392.8938,365601.568,"13,950",57,114.7,2,30.7,0,0,2,"13,950",208392.8938,2023-12-01,2,1
JAWA BARAT,2024,1,245866.0774,431343.9955,"14,000",65,443.0,14,75.3,0,0,1,"13,950",208392.8938,2024-01-01,2,1
JAWA BARAT,2024,2,295039.2929,517612.7946,"14,750",48,596.0,12,146.3,0,0,0,"14,000",245866.0774,2024-02-01,2,1
JAWA BARAT,2024,3,737598.2323,1294031.986,"15,850",42,227.5,7,55.8,20,0,0,"14,750",295039.2929,2024-03-01,2,-1
JAWA BARAT,2024,4,885117.8788,1552838.384,"15,600",45,125.1,3,37.3,9,6,0,"15,850",737598.2323,2024-04-01,2,-1
JAWA BARAT,2024,5,491732.1549,862687.991,"14,750",29,52.9,3,21.5,0,0,0,"15,600",885117.8788,2024-05-01,2,1
JAWA BARAT,2024,6,344212.5084,603881.5937,"14,500",21,91.4,2,45.0,0,0,0,"14,750",491732.1549,2024-06-01,2,1
JAWA BARAT,2024,7,245866.0774,431343.9955,"14,550",21,107.4,3,47.5,0,0,0,"14,500",344212.5084,2024-07-01,0,1
JAWA BARAT,2024,8,295039.2929,517612.7946,"14,600",22,0.7,0,0.7,0,0,0,"14,550",245866.0774,2024-08-01,0,1
JAWA BARAT,2024,9,491732.1549,862687.991,"14,550",34,43.0,3,18.0,0,0,0,"14,600",295039.2929,2024-09-01,2,1
JAWA BARAT,2024,10,491732.1549,862687.991,"14,550",35,0.4,0,0.4,0,0,0,"14,550",491732.1549,2024-10-01,2,1
JAWA BARAT,2024,11,196692.8619,345075.1964,"14,550",97,234.3,3,57.2,0,0,0,"14,550",491732.1549,2024-11-01,2,1
JAWA BARAT,2024,12,196692.8619,345075.1964,"14,550",44,261.1,3,62.1,0,0,2,"14,550",196692.8619,2024-12-01,2,1
JAWA BARAT,2025,1,215066.1667,362854.42,"14,600",58,505.6,16,85.5,0,0,1,"14,550",196692.8619,2025-01-01,2,1
JAWA BARAT,2025,2,263720.8352,445035.71,"14,600",59,405.3,4,123.1,0,0,0,"14,600",215066.1667,2025-02-01,2,1
JAWA BARAT,2025,3,708566.2541,1219278.69,"14,550",65,515.6,3,111.3,30,2,0,"14,600",263720.8352,2025-03-01,2,-1
JAWA BARAT,2025,4,808032.4711,1313909.97,"14,600",41,292.0,7,46.9,0,5,0,"14,550",708566.2541,2025-04-01,2,-1
JAWA BARAT,2025,5,647596.1996,1083135.87,"14,600",49,201.4,5,96.9,0,0,0,"14,600",808032.4711,2025-05-01,2,-1
JAWA BARAT,2025,6,376179.4337,640815.14,"14,650",22,59.4,2,30.0,0,0,0,"14,600",647596.1996,2025-06-01,2,1
JAWA TENGAH,2021,2,328958.0629,577119.4086,"10,950",113,899.1,13,90.0,0,0,0,"10,950",274131.7191,2021-02-01,2,-1
JAWA TENGAH,2021,3,822395.1573,1442798.522,"10,950",49,802.6,9,66.8,0,0,0,"10,950",328958.0629,2021-03-01,2,-1
JAWA TENGAH,2021,4,986874.1887,1731358.226,"10,900",32,480.3,6,70.2,18,0,0,"10,950",822395.1573,2021-04-01,2,-1
JAWA TENGAH,2021,5,548263.4382,961865.681,"10,800",13,310.3,6,71.2,12,3,0,"10,900",986874.1887,2021-05-01,2,1
JAWA TENGAH,2021,6,383784.4067,673305.9767,"10,850",17,696.8,8,59.5,0,0,0,"10,800",548263.4382,2021-06-01,2,1
JAWA TENGAH,2021,7,274131.7191,480932.8405,"10,850",8,109.7,4,27.8,0,0,0,"10,850",383784.4067,2021-07-01,0,1
JAWA TENGAH,2021,8,328958.0629,577119.4086,"10,750",12,124.3,5,20.0,0,0,0,"10,850",274131.7191,2021-08-01,0,1
JAWA TENGAH,2021,9,548263.4382,961865.681,"10,700",27,389.1,9,54.7,0,0,0,"10,750",328958.0629,2021-09-01,2,1
JAWA TENGAH,2021,10,548263.4382,961865.681,"10,750",49,138.7,4,23.5,0,0,0,"10,700",548263.4382,2021-10-01,2,1
JAWA TENGAH,2021,11,219305.3753,384746.2724,"10,750",102,628.7,7,75.0,0,0,0,"10,750",548263.4382,2021-11-01,2,-1
JAWA TENGAH,2021,12,219305.3753,384746.2724,"10,750",72,637.3,6,107.0,0,0,1,"10,750",219305.3753,2021-12-01,2,-1
JAWA TENGAH,2022,1,266658.6965,467822.2745,"10,950",81,244.7,2,37.5,0,0,1,"10,750",219305.3753,2022-01-01,2,1
JAWA TENGAH,2022,2,319990.4358,561386.7294,"11,000",72,92.6,2,34.5,0,0,0,"10,950",266658.6965,2022-02-01,2,1
JAWA TENGAH,2022,3,799976.0894,1403466.824,"11,000",63,262.4,3,45.0,0,0,0,"11,000",319990.4358,2022-03-01,2,-1
JAWA TENGAH,2022,4,959971.3073,1684160.188,"10,950",40,190.1,3,26.2,28,1,0,"11,000",799976.0894,2022-04-01,2,-1
JAWA TENGAH,2022,5,533317.3929,935644.549,"11,000",37,58.6,3,20.0,2,5,0,"10,950",959971.3073,2022-05-01,2,1
JAWA TENGAH,2022,6,373322.1751,654951.1843,"10,950",46,98.8,1,24.5,0,0,0,"11,000",533317.3929,2022-06-01,2,1
JAWA TENGAH,2022,7,266658.6965,467822.2745,"10,950",7,121.7,4,63.8,0,0,0,"10,950",373322.1751,2022-07-01,0,1
JAWA TENGAH,2022,8,319990.4358,561386.7294,"10,950",10,61.5,3,20.6,0,0,0,"10,950",266658.6965,2022-08-01,0,1
JAWA TENGAH,2022,9,533317.3929,935644.549,"11,200",17,257.5,2,119.5,0,0,0,"10,950",319990.4358,2022-09-01,2,1
JAWA TENGAH,2022,10,533317.3929,935644.549,"11,300",54,310.1,3,86.5,0,0,0,"11,200",533317.3929,2022-10-01,2,1
JAWA TENGAH,2022,11,213326.9572,374257.8196,"11,350",40,326.7,4,62.0,0,0,0,"11,300",533317.3929,2022-11-01,2,1
JAWA TENGAH,2022,12,213326.9572,374257.8196,"11,600",36,189.9,3,68.0,0,0,1,"11,350",213326.9572,2022-12-01,0,1
JAWA TENGAH,2023,1,258897.0646,454205.3765,"12,000",65,76.6,2,26.4,0,0,1,"11,600",213326.9572,2023-01-01,2,1
JAWA TENGAH,2023,2,310676.4775,545046.4518,"12,350",142,69.8,3,14.5,0,0,0,"12,000",258897.0646,2023-02-01,2,-1
JAWA TENGAH,2023,3,776691.1938,1362616.129,"12,700",90,283.4,3,65.0,9,0,0,"12,350",310676.4775,2023-03-01,2,-1
JAWA TENGAH,2023,4,932029.4326,1635139.355,"12,650",19,89.1,3,16.5,21,7,0,"12,700",776691.1938,2023-04-01,2,-1
JAWA TENGAH,2023,5,517794.1292,908410.753,"12,550",24,223.9,8,39.0,0,0,0,"12,650",932029.4326,2023-05-01,2,1
JAWA TENGAH,2023,6,362455.8904,635887.5271,"12,650",34,80.5,2,31.0,0,0,0,"12,550",517794.1292,2023-06-01,2,1
JAWA TENGAH,2023,7,258897.0646,454205.3765,"12,550",51,117.5,3,84.0,0,0,0,"12,650",362455.8904,2023-07-01,2,1
JAWA TENGAH,2023,8,310676.4775,545046.4518,"12,550",44,2.0,1,1.0,0,0,0,"12,550",258897.0646,2023-08-01,2,1
JAWA TENGAH,2023,9,517794.1292,908410.753,"13,200",75,13.0,2,7.5,0,0,0,"12,550",310676.4775,2023-09-01,2,-1
JAWA TENGAH,2023,10,517794.1292,908410.753,"13,550",79,43.5,1,32.0,0,0,0,"13,200",517794.1292,2023-10-01,2,-1
JAWA TENGAH,2023,11,207117.6517,363364.3012,"13,750",23,246.4,3,49.0,0,0,0,"13,550",517794.1292,2023-11-01,0,1
JAWA TENGAH,2023,12,207117.6517,363364.3012,"13,900",16,213.4,3,59.4,0,0,2,"13,750",207117.6517,2023-12-01,0,1
JAWA TENGAH,2024,1,253401.9659,444564.8525,"13,700",28,517.4,8,156.0,0,0,1,"13,900",207117.6517,2024-01-01,0,1
JAWA TENGAH,2024,2,304082.3591,533477.823,"14,500",34,361.2,3,134.5,0,0,0,"13,700",253401.9659,2024-02-01,2,1
JAWA TENGAH,2024,3,760205.8978,1333694.558,"15,600",31,107.0,1,38.5,20,0,0,"14,500",304082.3591,2024-03-01,2,-1
JAWA TENGAH,2024,4,912247.0773,1600433.469,"15,200",9,191.5,4,97.5,9,6,0,"15,600",760205.8978,2024-04-01,2,-1
JAWA TENGAH,2024,5,506803.9319,889129.705,"14,600",4,178.8,1,114.0,0,0,0,"15,200",912247.0773,2024-05-01,2,1
JAWA TENGAH,2024,6,354762.7523,622390.7935,"14,400",10,137.0,1,67.0,0,0,0,"14,600",506803.9319,2024-06-01,0,1
JAWA TENGAH,2024,7,253401.9659,444564.8525,"14,550",11,6.2,1,5.7,0,0,0,"14,400",354762.7523,2024-07-01,0,1
JAWA TENGAH,2024,8,304082.3591,533477.823,"14,500",27,9.9,2,6.5,0,0,0,"14,550",253401.9659,2024-08-01,2,1
JAWA TENGAH,2024,9,506803.9319,889129.705,"14,600",17,206.0,3,77.0,0,0,0,"14,500",304082.3591,2024-09-01,2,1
JAWA TENGAH,2024,10,506803.9319,889129.705,"14,650",9,134.9,6,52.5,0,0,0,"14,600",506803.9319,2024-10-01,2,1
JAWA TENGAH,2024,11,202721.5727,355651.882,"14,600",26,675.4,6,115.0,0,0,0,"14,650",506803.9319,2024-11-01,0,1
JAWA TENGAH,2024,12,202721.5727,355651.882,"14,500",29,513.9,6,63.0,0,0,2,"14,600",202721.5727,2024-12-01,0,1
JAWA TENGAH,2025,1,114332.6965,194648.97,"14,450",54,454.0,7,87.0,0,0,1,"14,500",202721.5727,2025-01-01,0,1
JAWA TENGAH,2025,2,489963.7991,798789.24,"14,550",31,311.0,5,76.5,0,0,0,"14,450",114332.6965,2025-02-01,2,1
JAWA TENGAH,2025,3,1196866.311,1948745.59,"14,600",26,231.1,5,47.0,30,2,0,"14,550",489963.7991,2025-03-01,2,-1
JAWA TENGAH,2025,4,770933.9239,1268755.61,"14,600",19,40.3,2,16.5,0,5,0,"14,600",1196866.311,2025-04-01,2,-1
JAWA TENGAH,2025,5,279400.7579,488171.42,"14,700",29,524.1,7,76.9,0,0,0,"14,600",770933.9239,2025-05-01,0,1
JAWA TENGAH,2025,6,456577.4686,789036.75,"14,800",10,187.0,4,44.5,0,0,0,"14,700",279400.7579,2025-06-01,2,1
JAWA TIMUR,2021,2,334803.8983,587375.2602,"10,500",42,114.5,5,22.4,0,0,0,"10,500",279003.2486,2021-02-01,2,1
JAWA TIMUR,2021,3,837009.7458,1468438.151,"10,450",49,93.7,5,19.3,0,0,0,"10,500",334803.8983,2021-03-01,2,-1
JAWA TIMUR,2021,4,1004411.695,1762125.781,"10,350",41,117.5,3,65.9,18,0,0,"10,450",837009.7458,2021-04-01,2,-1
JAWA TIMUR,2021,5,558006.4972,978958.767,"10,350",12,99.9,2,52.0,12,3,0,"10,350",1004411.695,2021-05-01,2,1
JAWA TIMUR,2021,6,390604.548,685271.1369,"10,300",12,112.0,5,36.2,0,0,0,"10,350",558006.4972,2021-06-01,2,1
JAWA TIMUR,2021,7,279003.2486,489479.3835,"10,250",1,9.8,1,5.3,0,0,0,"10,300",390604.548,2021-07-01,0,1
JAWA TIMUR,2021,8,334803.8983,587375.2602,"10,150",8,8.3,1,4.3,0,0,0,"10,250",279003.2486,2021-08-01,0,1
JAWA TIMUR,2021,9,558006.4972,978958.767,"10,150",7,213.8,1,77.8,0,0,0,"10,150",334803.8983,2021-09-01,2,1
JAWA TIMUR,2021,10,558006.4972,978958.767,"10,200",30,260.3,3,54.1,0,0,0,"10,150",558006.4972,2021-10-01,2,1
JAWA TIMUR,2021,11,223202.5989,391583.5068,"10,200",75,467.7,8,168.6,0,0,0,"10,200",558006.4972,2021-11-01,2,-1
JAWA TIMUR,2021,12,223202.5989,391583.5068,"10,250",80,255.8,6,63.6,0,0,1,"10,200",223202.5989,2021-12-01,2,1
JAWA TIMUR,2022,1,271505.6966,476325.7835,"10,500",70,300.9,10,104.5,0,0,1,"10,250",223202.5989,2022-01-01,2,1
JAWA TIMUR,2022,2,325806.8359,571590.9402,"11,000",46,280.9,4,50.9,0,0,0,"10,500",271505.6966,2022-02-01,2,1
JAWA TIMUR,2022,3,814517.0898,1428977.351,"10,550",69,124.4,3,30.5,0,0,0,"11,000",325806.8359,2022-03-01,2,-1
JAWA TIMUR,2022,4,977420.5077,1714772.821,"10,600",30,136.3,2,55.8,28,1,0,"10,550",814517.0898,2022-04-01,2,-1
JAWA TIMUR,2022,5,543011.3932,952651.567,"10,550",13,227.8,4,84.7,2,5,0,"10,600",977420.5077,2022-05-01,2,1
JAWA TIMUR,2022,6,380107.9752,666856.0969,"10,450",16,310.1,9,56.7,0,0,0,"10,550",543011.3932,2022-06-01,2,1
JAWA TIMUR,2022,7,271505.6966,476325.7835,"10,450",9,144.4,3,41.1,0,0,0,"10,450",380107.9752,2022-07-01,0,1
JAWA TIMUR,2022,8,325806.8359,571590.9402,"10,600",23,22.6,2,19.0,0,0,0,"10,450",271505.6966,2022-08-01,2,1
JAWA TIMUR,2022,9,543011.3932,952651.567,"10,800",18,67.4,7,16.8,0,0,0,"10,600",325806.8359,2022-09-01,2,1
JAWA TIMUR,2022,10,543011.3932,952651.567,"11,100",49,236.5,5,105.5,0,0,0,"10,800",543011.3932,2022-10-01,2,1
JAWA TIMUR,2022,11,217204.5573,381060.6268,"11,250",41,211.4,6,33.3,0,0,0,"11,100",543011.3932,2022-11-01,2,1
JAWA TIMUR,2022,12,217204.5573,381060.6268,"11,400",22,575.9,10,158.3,0,0,1,"11,250",217204.5573,2022-12-01,0,1
JAWA TIMUR,2023,1,276753.8479,485533.0665,"11,700",21,473.0,6,134.5,0,0,1,"11,400",217204.5573,2023-01-01,0,1
JAWA TIMUR,2023,2,332104.6175,582639.6798,"12,050",36,509.7,8,108.6,0,0,0,"11,700",276753.8479,2023-02-01,2,1
JAWA TIMUR,2023,3,830261.5437,1456599.199,"12,050",17,367.4,7,186.3,9,0,0,"12,050",332104.6175,2023-03-01,2,-1
JAWA TIMUR,2023,4,996313.8525,1747919.039,"12,100",9,107.3,4,28.7,21,7,0,"12,050",830261.5437,2023-04-01,2,-1
JAWA TIMUR,2023,5,553507.6958,971066.133,"12,150",2,211.3,4,111.6,0,0,0,"12,100",996313.8525,2023-05-01,2,1
JAWA TIMUR,2023,6,387455.3871,679746.2931,"12,150",14,3.5,2,1.5,0,0,0,"12,150",553507.6958,2023-06-01,2,1
JAWA TIMUR,2023,7,276753.8479,485533.0665,"12,100",5,132.8,1,99.7,0,0,0,"12,150",387455.3871,2023-07-01,0,1
JAWA TIMUR,2023,8,332104.6175,582639.6798,"12,150",2,0.0,0,0.0,0,0,0,"12,100",276753.8479,2023-08-01,0,1
JAWA TIMUR,2023,9,553507.6958,971066.133,"12,750",5,0.0,0,0.0,0,0,0,"12,150",332104.6175,2023-09-01,2,1
JAWA TIMUR,2023,10,553507.6958,971066.133,"13,500",9,0.0,0,0.0,0,0,0,"12,750",553507.6958,2023-10-01,2,1
JAWA TIMUR,2023,11,221403.0783,388426.4532,"13,650",16,137.3,4,55.2,0,0,0,"13,500",553507.6958,2023-11-01,0,1
JAWA TIMUR,2023,12,221403.0783,388426.4532,"13,750",6,65.8,2,24.1,0,0,2,"13,650",221403.0783,2023-12-01,0,1
JAWA TIMUR,2024,1,264207.4058,463521.7645,"13,750",45,506.2,12,69.1,0,0,1,"13,750",221403.0783,2024-01-01,2,1
JAWA TIMUR,2024,2,317048.8869,556226.1174,"14,550",44,561.1,7,96.7,0,0,0,"13,750",264207.4058,2024-02-01,2,1
JAWA TIMUR,2024,3,792622.2173,1390565.294,"15,400",45,225.2,5,59.0,20,0,0,"14,550",317048.8869,2024-03-01,2,-1
JAWA TIMUR,2024,4,951146.6608,1668678.352,"14,950",17,261.0,8,81.4,9,6,0,"15,400",792622.2173,2024-04-01,2,-1
JAWA TIMUR,2024,5,528414.8115,927043.529,"14,350",2,66.8,3,30.0,0,0,0,"14,950",951146.6608,2024-05-01,2,1
JAWA TIMUR,2024,6,369890.3681,648930.4703,"13,900",10,97.4,2,57.8,0,0,0,"14,350",528414.8115,2024-06-01,0,1
JAWA TIMUR,2024,7,264207.4058,463521.7645,"14,150",15,50.9,2,26.0,0,0,0,"13,900",369890.3681,2024-07-01,0,1
JAWA TIMUR,2024,8,317048.8869,556226.1174,"14,100",61,3.1,1,1.5,0,0,0,"14,150",264207.4058,2024-08-01,2,1
JAWA TIMUR,2024,9,528414.8115,927043.529,"14,050",70,0.1,0,0.1,0,0,0,"14,100",317048.8869,2024-09-01,2,-1
JAWA TIMUR,2024,10,528414.8115,927043.529,"14,050",46,54.6,2,31.9,0,0,0,"14,050",528414.8115,2024-10-01,2,1
JAWA TIMUR,2024,11,211365.9246,370817.4116,"14,050",44,215.7,5,50.0,0,0,0,"14,050",528414.8115,2024-11-01,2,1
JAWA TIMUR,2024,12,211365.9246,370817.4116,"14,000",62,596.5,17,68.3,0,0,2,"14,050",211365.9246,2024-12-01,2,1
JAWA TIMUR,2025,1,223487.7157,384669.75,"14,050",58,673.7,17,65.9,0,0,1,"14,000",211365.9246,2025-01-01,2,1
JAWA TIMUR,2025,2,333123.0105,573704.28,"14,150",45,154.7,8,34.3,0,0,0,"14,050",223487.7157,2025-02-01,2,1
JAWA TIMUR,2025,3,1188543.363,2041229.45,"14,200",51,330.1,5,63.8,30,2,0,"14,150",333123.0105,2025-03-01,2,-1
JAWA TIMUR,2025,4,1064645.156,1818524.03,"14,250",10,10166.0,5,9999.0,0,5,0,"14,200",1188543.363,2025-04-01,1,-1
JAWA TIMUR,2025,5,426716.251,694465.34,"14,200",34,366.4,8,103.3,0,0,0,"14,250",1064645.156,2025-05-01,2,1
JAWA TIMUR,2025,6,470128.7889,791012.43,"14,450",9,218.5,3,49.1,0,0,0,"14,200",426716.251,2025-06-01,2,1
KALIMANTAN BARAT,2021,2,24346.91194,42713.8806,"13,150",7,22.3,4,4.9,0,0,0,"13,100",20289.09329,2021-02-01,0,1
KALIMANTAN BARAT,2021,3,60867.27985,106784.7015,"13,200",3,385.1,12,41.5,0,0,0,"13,150",24346.91194,2021-03-01,0,1
KALIMANTAN BARAT,2021,4,73040.73583,128141.6418,"13,200",4,522.3,16,50.5,18,0,0,"13,200",60867.27985,2021-04-01,0,1
KALIMANTAN BARAT,2021,5,40578.18657,71189.801,"13,200",4,701.7,12,57.2,12,3,0,"13,200",73040.73583,2021-05-01,0,1
KALIMANTAN BARAT,2021,6,28404.7306,49832.8607,"13,200",1,576.0,13,58.7,0,0,0,"13,200",40578.18657,2021-06-01,0,1
KALIMANTAN BARAT,2021,7,20289.09329,35594.9005,"13,250",13,389.5,9,115.1,0,0,0,"13,200",28404.7306,2021-07-01,0,1
KALIMANTAN BARAT,2021,8,24346.91194,42713.8806,"13,250",3,1249.6,17,153.5,0,0,0,"13,250",20289.09329,2021-08-01,0,1
KALIMANTAN BARAT,2021,9,40578.18657,71189.801,"13,250",4,842.8,13,116.6,0,0,0,"13,250",24346.91194,2021-09-01,0,1
KALIMANTAN BARAT,2021,10,40578.18657,71189.801,"13,250",14,498.9,6,74.8,0,0,0,"13,250",40578.18657,2021-10-01,0,1
KALIMANTAN BARAT,2021,11,16231.27463,28475.9204,"13,500",6,302.2,7,53.6,0,0,0,"13,250",40578.18657,2021-11-01,0,1
KALIMANTAN BARAT,2021,12,16231.27463,28475.9204,"13,350",3,174.7,8,53.7,0,0,1,"13,500",16231.27463,2021-12-01,0,1
KALIMANTAN BARAT,2022,1,20839.9353,36561.29,"13,350",7,130.3,3,29.5,0,0,1,"13,350",16231.27463,2022-01-01,0,1
KALIMANTAN BARAT,2022,2,25007.92236,43873.548,"13,300",6,156.4,9,32.0,0,0,0,"13,350",20839.9353,2022-02-01,0,1
KALIMANTAN BARAT,2022,3,62519.8059,109683.87,"13,300",3,150.3,3,50.0,0,0,0,"13,300",25007.92236,2022-03-01,0,1
KALIMANTAN BARAT,2022,4,75023.76708,131620.644,"13,300",3,382.3,5,118.5,28,1,0,"13,300",62519.8059,2022-04-01,0,1
KALIMANTAN BARAT,2022,5,41679.8706,73122.58,"13,300",1,228.9,3,82.0,2,5,0,"13,300",75023.76708,2022-05-01,0,1
KALIMANTAN BARAT,2022,6,29175.90942,51185.806,"13,250",3,470.2,7,106.9,0,0,0,"13,300",41679.8706,2022-06-01,0,1
KALIMANTAN BARAT,2022,7,20839.9353,36561.29,"13,250",3,179.6,4,36.9,0,0,0,"13,250",29175.90942,2022-07-01,0,1
KALIMANTAN BARAT,2022,8,25007.92236,43873.548,"13,250",12,318.5,4,66.0,0,0,0,"13,250",20839.9353,2022-08-01,0,1
KALIMANTAN BARAT,2022,9,41679.8706,73122.58,"13,250",3,355.4,5,83.6,0,0,0,"13,250",25007.92236,2022-09-01,0,1
KALIMANTAN BARAT,2022,10,41679.8706,73122.58,"13,550",12,349.4,11,71.6,0,0,0,"13,250",41679.8706,2022-10-01,0,1
KALIMANTAN BARAT,2022,11,16671.94824,29249.032,"13,550",4,212.9,5,33.8,0,0,0,"13,550",41679.8706,2022-11-01,0,1
KALIMANTAN BARAT,2022,12,16671.94824,29249.032,"13,600",4,314.7,6,101.3,0,0,1,"13,550",16671.94824,2022-12-01,0,1
KALIMANTAN BARAT,2023,1,19958.2878,35014.54,"13,600",20,176.1,7,25.5,0,0,1,"13,600",16671.94824,2023-01-01,0,1
KALIMANTAN BARAT,2023,2,23949.94536,42017.448,"13,800",7,180.3,3,39.7,0,0,0,"13,600",19958.2878,2023-02-01,0,1
KALIMANTAN BARAT,2023,3,59874.8634,105043.62,"14,300",17,162.9,6,23.8,9,0,0,"13,800",23949.94536,2023-03-01,0,1
KALIMANTAN BARAT,2023,4,71849.83608,126052.344,"14,350",3,220.7,3,46.2,21,7,0,"14,300",59874.8634,2023-04-01,0,1
KALIMANTAN BARAT,2023,5,39916.5756,70029.08,"14,350",8,262.6,3,69.8,0,0,0,"14,350",71849.83608,2023-05-01,0,1
KALIMANTAN BARAT,2023,6,27941.60292,49020.356,"14,350",12,238.9,6,59.4,0,0,0,"14,350",39916.5756,2023-06-01,0,1
KALIMANTAN BARAT,2023,7,19958.2878,35014.54,"14,350",16,300.0,3,102.6,0,0,0,"14,350",27941.60292,2023-07-01,0,1
KALIMANTAN BARAT,2023,8,23949.94536,42017.448,"14,350",17,95.3,3,27.5,0,0,0,"14,350",19958.2878,2023-08-01,0,1
KALIMANTAN BARAT,2023,9,39916.5756,70029.08,"14,600",10,259.2,7,74.8,0,0,0,"14,350",23949.94536,2023-09-01,0,1
KALIMANTAN BARAT,2023,10,39916.5756,70029.08,"15,150",4,293.2,7,41.9,0,0,0,"14,600",39916.5756,2023-10-01,0,1
KALIMANTAN BARAT,2023,11,15966.63024,28011.632,"15,350",4,337.8,10,50.3,0,0,0,"15,150",39916.5756,2023-11-01,0,1
KALIMANTAN BARAT,2023,12,15966.63024,28011.632,"15,550",11,348.9,6,43.0,0,0,2,"15,350",15966.63024,2023-12-01,0,1
KALIMANTAN BARAT,2024,1,21796.34828,38239.2075,"15,650",9,333.8,5,56.0,0,0,1,"15,550",15966.63024,2024-01-01,0,1
KALIMANTAN BARAT,2024,2,26155.61793,45887.049,"15,650",2,260.5,12,79.6,0,0,0,"15,650",21796.34828,2024-02-01,0,1
KALIMANTAN BARAT,2024,3,65389.04482,114717.6225,"16,350",7,457.1,8,154.0,20,0,0,"15,650",26155.61793,2024-03-01,0,1
KALIMANTAN BARAT,2024,4,78466.85379,137661.147,"16,350",2,449.7,9,63.0,9,6,0,"16,350",65389.04482,2024-04-01,0,1
KALIMANTAN BARAT,2024,5,43592.69655,76478.415,"16,400",7,528.7,9,106.0,0,0,0,"16,350",78466.85379,2024-05-01,0,1
KALIMANTAN BARAT,2024,6,30514.88759,53534.8905,"16,300",1,324.1,4,107.6,0,0,0,"16,400",43592.69655,2024-06-01,0,1
KALIMANTAN BARAT,2024,7,21796.34828,38239.2075,"16,300",4,154.1,2,64.3,0,0,0,"16,300",30514.88759,2024-07-01,0,1
KALIMANTAN BARAT,2024,8,26155.61793,45887.049,"16,300",9,370.5,6,82.2,0,0,0,"16,300",21796.34828,2024-08-01,0,1
KALIMANTAN BARAT,2024,9,43592.69655,76478.415,"16,300",7,267.4,3,74.3,0,0,0,"16,300",26155.61793,2024-09-01,0,1
KALIMANTAN BARAT,2024,10,43592.69655,76478.415,"16,300",7,337.2,9,68.3,0,0,0,"16,300",43592.69655,2024-10-01,0,1
